Systematic_ID	Mass (kDa)	pI	Charge	Residues	CAI
SPAC17A5.15c	80.75	6.77	-2.03	716	0.57
SPAC17A5.16	104.83	6.57	-3.71	925	0.6
SPAC17A5.18c	17.10	4.51	-8.34	150	0.51
SPAC17A5.19	10.53	4.84	-2.01	92	0.47
SPAC17C9.01c	76.17	7.99	6.95	665	0.62
SPAC17C9.02c	29.32	5.63	-4.77	258	0.56
SPAC17C9.03	154.03	9.81	33.78	1403	0.57
SPAC17C9.05c	31.09	5.56	-8.5	273	0.57
SPAC17C9.06	51.76	8.57	5.29	475	0.57
SPAC17C9.07	57.60	9.4	14.89	501	0.6
SPAC17C9.08	36.43	9.14	7.8	322	0.59
SPAC17C9.09c	10.74	7.9	0.86	95	0.51
SPAC17C9.10	30.61	6.5	-1.18	271	0.6
SPAC17C9.11c	27.60	9.63	7.61	240	0.58
SPAC17C9.12	34.01	9.02	7.96	319	0.57
SPAC17C9.13c	30.62	6.79	-1.24	262	0.58
SPAC17C9.14	26.13	4.05	-24.8	232	0.58
SPAC17C9.15c	11.25	4.53	-6.52	94	0.48
SPAC17C9.16c	59.32	7.32	0.74	531	0.6
SPAC17D4.01	34.59	6.43	-3.6	308	0.64
SPAC17D4.02	73.38	5.36	-18.44	638	0.64
SPAC17D4.03c	82.74	6.86	-2.62	732	0.62
SPAC17D4.04	78.51	8.77	12.08	688	0.61
SPAC17G6.02c	35.93	6.07	-4.24	324	0.6
SPAC17G6.03	71.44	5.57	-20.43	635	0.62
SPAC17G6.04c	42.19	5.58	-7.27	382	0.61
SPAC17G6.05c	86.62	6.11	-7.1	775	0.6
SPAC17G6.06	15.47	11.57	21.94	134	0.46
SPAC17G6.07c	25.83	9.96	7.17	222	0.6
SPAC17G6.08	62.43	7.97	8.25	536	0.59
SPAC17G6.09	31.59	10.72	23.61	273	0.64
SPAC17G6.10	59.64	5.07	-14.59	527	0.59
SPAC17G6.11c	70.01	4.38	-24.29	636	0.55
SPAC17G6.12	89.43	6.61	-3.93	767	0.66
SPAC17G6.13	49.14	4.62	-25.82	433	0.57
SPAC17G6.14c	49.23	5.03	-13.04	434	0.54
SPAC17G6.15c	35.45	10.24	12.13	322	0.59
SPAC17G6.16c	85.99	5.99	-14.9	757	0.61
SPAC17G6.17	46.81	9.76	14.07	402	0.6
SPAC17G8.01c	92.23	8.39	12.38	803	0.58
SPAC17G8.02	36.06	4.93	-10.75	330	0.61
SPAC17G8.03c	22.24	5.69	-4.57	199	0.51
SPAC17G8.04c	16.91	4.33	-6.83	152	0.56
SPAC17G8.05	22.35	9	3.88	193	0.57
SPAC17G8.06c	63.93	8.57	8.84	598	0.56
SPAC17G8.07	24.95	5.05	-9.86	217	0.6
SPAC17G8.08c	31.30	9.09	5.82	287	0.61
SPAC17G8.09	15.39	4.83	-6.27	132	0.48
SPAC17G8.10c	30.60	6.91	-0.38	267	0.61
SPAC17G8.11c	42.20	7.27	1.52	356	0.6
SPAC17G8.12	67.46	10.05	18.86	608	0.59
SPAC17G8.13c	47.27	9.08	12.39	407	0.63
SPAC17G8.14c	111.78	8.19	12.16	988	0.58
SPAC17G8.15	8.64	10.53	7.39	73	0.52
SPAC17H9.01	138.53	9.16	32.57	1202	0.59
SPAC17H9.02	118.46	6.11	-13.26	1030	0.59
SPAC17H9.03c	26.02	8.28	4.68	230	0.56
SPAC17H9.04c	65.55	7.26	3.09	596	0.59
SPAC17H9.05	37.82	10.16	13.98	333	0.5
SPAC17H9.06c	68.80	5.85	-9	601	0.6
SPAC17H9.07	13.41	10.3	9.95	120	0.55
SPAC17H9.08	37.06	10.14	26.4	326	0.57
SPAC17H9.09c	24.73	5.21	-3.7	219	0.53
SPAC17H9.10c	120.65	5.01	-31.36	1072	0.6
SPAC17H9.11	16.28	4.59	-6.52	141	0.53
SPAC17H9.12c	29.37	9.23	8.52	266	0.58
SPAC17H9.13c	43.93	8.46	5.75	402	0.59
SPAC17H9.14c	40.69	5.52	-6.42	359	0.59
SPAC17H9.16	15.91	3.88	-17.99	144	0.5
SPAC17H9.17c	42.20	7.26	1.14	370	0.57
SPAC17H9.18c	12.65	10.11	6.9	105	0.48
SPAC17H9.19c	54.29	8.83	14.42	490	0.58
SPAC17H9.20	110.65	5.2	-18.23	962	0.58
SPAC1805.01c	88.61	5.27	-23.94	775	0.6
SPAC1805.02c	27.74	10.04	7.18	254	0.55
SPAC1805.03c	42.67	8.96	15.44	368	0.62
SPAC1805.04	132.07	6.3	-9.38	1162	0.61
SPAC1805.05	50.21	9.91	20.75	439	0.61
SPAC1805.06c	36.12	6.17	-3.58	329	0.53
SPAC1805.07c	10.32	4.13	-7.79	94	0.52
SPAC1805.08	12.25	4.67	-5.41	111	0.51
SPAC1805.09c	38.04	10.1	15.3	340	0.56
SPAC1805.10	60.22	7.03	0.25	527	0.66
SPAC1805.11c	13.86	11.79	23.57	119	0.48
SPAC1805.12c	14.60	10.48	14.31	128	0.5
SPAC1805.13	15.21	11.05	17.4	134	0.46
SPAC1805.14	50.95	4.18	-50.5	452	0.6
SPAC1805.15c	77.19	5.37	-13.01	671	0.61
SPAC1805.16c	34.24	6.51	-3.78	315	0.54
SPAC1805.17	123.57	4.85	-30.26	1078	0.57
SPAC1805.18	10.90	6.52	-0.56	95	0.51
SPAC1834.01	48.80	4.86	-13.44	433	0.52
SPAC1834.02	173.78	6.62	-6.94	1573	0.57
SPAC1834.03c	11.42	11.91	18.45	103	0.42
SPAC1834.04	15.36	11.83	20.43	136	0.47
SPAC1834.05	66.27	8.31	7.06	577	0.59
SPAC1834.06c	38.52	9.04	7.53	329	0.62
SPAC1834.07	61.94	7.37	1.75	554	0.6
SPAC1834.08	184.58	7.43	7.13	1639	0.59
SPAC1834.09	35.60	10.12	19.71	306	0.62
SPAC1834.10c	19.65	10.6	12.42	178	0.58
SPAC1834.11c	87.55	6.62	-3.28	792	0.58
SPAC1834.13	8.52	10.56	5.18	78	0.49
SPAC1851.02	31.39	9.93	14.75	279	0.59
SPAC1851.03	26.68	6.23	-4.02	231	0.61
SPAC1851.04c	119.59	6.17	-10.61	1052	0.58
SPAC186.01	35.27	4.16	-15.43	326	0.63
SPAC186.02c	36.37	6.77	-1.11	332	0.62
SPAC186.03	38.75	4.9	-6.83	360	0.57
SPAC186.04c	19.49	10.75	12.46	175	0.58
SPAC186.05c	29.27	9.54	6.62	262	0.59
SPAC186.06	19.63	6.23	-1.53	184	0.5
SPAC186.07c	36.59	7.55	2.19	332	0.61
SPAC186.08c	35.59	5.99	-3.67	330	0.59
SPAC186.09	62.61	6	-8.68	572	0.62
SPAC18B11.02c	44.90	8.3	7.33	394	0.58
SPAC18B11.03c	50.52	8.07	4.9	447	0.61
SPAC18B11.04	22.03	4.71	-5.85	190	0.56
SPAC18B11.05	53.61	9.83	29.44	464	0.58
SPAC18B11.06	37.64	9.11	4.67	327	0.54
SPAC18B11.07c	17.10	6.53	-0.56	151	0.57
SPAC18B11.08c	10.30	10.17	3.94	95	0.53
SPAC18B11.09c	22.85	6.52	-0.61	207	0.54
SPAC18B11.10	67.33	6.16	-6.85	614	0.59
SPAC18B11.11	149.19	5.87	-18.06	1294	0.59
SPAC18G6.01c	30.03	9.23	8.03	259	0.64
SPAC18G6.02c	108.73	5.58	-12.01	960	0.65
SPAC18G6.03	23.86	4.95	-5.37	214	0.55
SPAC18G6.04c	53.98	9.6	15.97	488	0.56
SPAC18G6.05c	297.33	5.57	-33.57	2670	0.61
SPAC18G6.06	29.68	10.91	28.4	249	0.56
SPAC18G6.07c	39.78	8.36	4.99	359	0.55
SPAC18G6.09c	33.35	10.39	13.29	312	0.53
SPAC18G6.10	78.18	8.34	9.74	688	0.62
SPAC18G6.11c	68.55	4.43	-29.87	599	0.58
SPAC18G6.12c	35.30	9.49	10.3	309	0.62
SPAC18G6.13	13.11	4.21	-8.65	114	0.59
SPAC18G6.14c	21.95	10.85	16.89	195	0.47
SPAC18G6.15	35.09	4.6	-11.35	308	0.57
SPAC1952.01	46.66	8.49	6.86	408	0.55
SPAC1952.02	22.83	10.99	33.91	202	0.5
SPAC1952.03	34.60	6.72	-1.21	300	0.57
SPAC1952.04c	15.76	9.7	7.81	137	0.59
SPAC1952.05	51.98	6.16	-5.46	454	0.59
SPAC1952.06c	64.59	4.39	-35.76	564	0.61
SPAC1952.07	36.53	4.01	-32.34	323	0.64
SPAC1952.08c	21.65	7.03	0.07	190	0.59
SPAC1952.09c	57.92	6.83	-1.62	521	0.59
SPAC1952.10c	41.86	9.28	15.31	361	0.67
SPAC1952.11c	91.18	5.74	-18.09	835	0.62
SPAC1952.12c	23.84	4.97	-5.39	205	0.61
SPAC1952.13	73.35	4.83	-25.25	656	0.61
SPAC1952.14c	17.04	11.15	16.22	145	0.56
SPAC1952.15c	38.37	7.91	2.69	333	0.62
SPAC1952.16	76.87	6.56	-4.73	670	0.59
SPAC1952.17c	71.88	5.39	-13.07	619	0.58
SPAC19A8.01c	122.59	6.76	-2.26	1082	0.61
SPAC19A8.02	140.56	9.12	35.94	1213	0.63
SPAC19A8.03	64.15	7.08	0.63	559	0.63
SPAC19A8.04	62.27	7.88	4.56	543	0.56
SPAC19A8.05c	68.24	4.93	-19.13	610	0.56
SPAC19A8.06	42.93	9.75	15.94	376	0.58
SPAC19A8.07c	33.39	9.34	5.41	289	0.54
SPAC19A8.08	122.09	5.22	-22.99	1049	0.62
SPAC19A8.09	9.01	10.62	3.21	81	0.46
SPAC19A8.10	28.90	8.66	5.74	254	0.56
SPAC19A8.11c	28.22	4.12	-26.31	246	0.55
SPAC19A8.12	83.23	8.33	6.93	741	0.56
SPAC19A8.13	30.20	11.29	31.43	261	0.56
SPAC19A8.14	21.43	5.8	-1.61	205	0.63
SPAC19A8.15	75.44	6.62	-3.05	697	0.52
SPAC19A8.16	7.19	8.92	1.46	65	0.43
SPAC19B12.01	94.27	5.46	-13.18	817	0.59
SPAC19B12.02c	58.11	3.8	-41.69	542	0.49
SPAC19B12.03	210.83	8.19	20.62	1826	0.56
SPAC19B12.04	6.91	12.21	15.21	61	0.41
SPAC19B12.05c	81.96	4.45	-46.55	723	0.6
SPAC19B12.06c	28.59	5.5	-4.63	258	0.6
SPAC19B12.07c	37.02	5.43	-9.76	319	0.61
SPAC19B12.08	36.93	4.7	-16.35	320	0.57
SPAC19B12.09	11.72	10.09	7.4	106	0.53
SPAC19B12.10	49.35	7.55	2.85	435	0.55
SPAC19B12.11c	14.15	9.49	5.6	124	0.55
SPAC19B12.12c	26.99	4.91	-5.6	235	0.59
SPAC19B12.13	86.11	9.65	32.84	753	0.59
SPAC19D5.01	79.36	8.89	19.27	711	0.63
SPAC19D5.02c	24.82	4.74	-10.4	223	0.58
SPAC19D5.03	46.26	7.92	3.26	405	0.63
SPAC19D5.04	365.03	4.75	-130.37	3227	0.6
SPAC19D5.05c	21.78	9.93	10.57	183	0.55
SPAC19D5.06c	40.75	5.67	-6.28	352	0.63
SPAC19D5.07	52.94	7.07	0.6	474	0.52
SPAC19D5.09c	154.95	9.6	43.48	1333	0.57
SPAC19D5.10c	9.69	8.51	1.9	87	0.49
SPAC19D5.11c	12.37	9.54	4.4	109	0.53
SPAC19E9.01c	40.25	7.87	2.37	371	0.54
SPAC19E9.02	82.69	8.67	14.9	722	0.66
SPAC19E9.03	45.34	9.8	20.56	411	0.56
SPAC19G12.01c	82.60	5.89	-10.63	719	0.6
SPAC19G12.02c	88.01	9.24	16.06	794	0.64
SPAC19G12.03	36.21	5.46	-6.52	320	0.54
SPAC19G12.04	20.89	5.23	-4.86	191	0.64
SPAC19G12.05	31.57	10.65	20.85	291	0.56
SPAC19G12.06c	13.78	11.19	12.94	131	0.43
SPAC19G12.07c	69.36	9.31	13.7	603	0.58
SPAC19G12.08	40.23	7.81	4.67	347	0.51
SPAC19G12.09	31.57	6.8	-0.92	284	0.53
SPAC19G12.10c	114.24	5.25	-67.8	1002	0.53
SPAC19G12.11	28.08	9.76	9.57	250	0.62
SPAC19G12.12	32.41	8.46	3.58	294	0.6
SPAC19G12.13c	29.75	7.44	1.43	249	0.63
SPAC19G12.14	83.75	9.43	18.81	742	0.63
SPAC19G12.15c	93.88	6.4	-6.71	817	0.62
SPAC19G12.16c	68.26	4.2	-12.91	670	0.58
SPAC19G12.17	12.20	6.22	-2.63	104	0.55
SPAC1A6.01c	50.91	9.54	13.93	455	0.56
SPAC1A6.02	39.78	4.76	-15	361	0.56
SPAC1A6.03c	73.04	4.32	-30.88	662	0.6
SPAC1A6.04c	67.12	4.51	-19.37	613	0.51
SPAC1A6.05c	54.68	7.54	2.83	483	0.59
SPAC1A6.06c	21.21	7.54	0.92	185	0.58
SPAC1A6.07	69.79	10.14	27.66	636	0.57
SPAC1A6.08c	33.01	6.78	-0.73	285	0.58
SPAC1A6.09c	45.67	8.48	6.66	390	0.62
SPAC1A6.10	52.25	6.95	-0.17	468	0.54
SPAC1A6.11	12.26	9.46	9.21	106	0.46
SPAC1B1.01	51.77	8.03	6.53	478	0.66
SPAC1B1.02c	60.71	6.51	-3.42	537	0.64
SPAC1B1.03c	94.75	4.24	-46.48	863	0.56
SPAC1B1.04c	76.05	9.4	15.89	681	0.64
SPAC1B2.02c	46.91	5.32	-6.03	421	0.62
SPAC1B2.03c	37.61	10.01	22.36	327	0.54
SPAC1B2.04	15.94	9.52	4.16	140	0.55
SPAC1B2.05	80.10	6.72	-2.44	720	0.59
SPAC1B2.06	9.57	8.61	4.51	84	0.52
SPAC1B3.01c	24.47	6.67	-0.95	219	0.56
SPAC1B3.02c	11.80	6.23	-1.5	107	0.51
SPAC1B3.03c	40.16	8.16	2.81	356	0.57
SPAC1B3.04c	73.52	9.06	15.05	652	0.62
SPAC1B3.05	72.76	4.7	-29.1	640	0.61
SPAC1B3.06c	31.77	6.4	-2.55	278	0.6
SPAC1B3.07c	28.19	4.33	-13.69	248	0.6
SPAC1B3.08	48.04	9.97	21.39	423	0.61
SPAC1B3.09c	60.79	9.22	12.44	528	0.62
SPAC1B3.10c	76.91	5.59	-13.82	664	0.58
SPAC1B3.11c	26.27	5.35	-4.22	234	0.61
SPAC1B3.12c	8.28	7.83	1.06	71	0.48
SPAC1B3.13	88.94	6.84	-2	806	0.55
SPAC1B3.14	16.33	8.47	1.88	161	0.45
SPAC1B3.15c	69.08	9.44	13.9	628	0.6
SPAC1B3.16c	62.82	8.04	5.06	568	0.63
SPAC1B3.17	61.97	5.59	-12.56	537	0.61
SPAC1B3.18c	20.15	11.16	20.79	177	0.59
SPAC1B3.20	8.55	6.24	-1.29	78	0.48
SPAC1B3.21	7.88	7.54	0.22	69	0.5
SPAC1B9.02c	78.59	6.58	-5.4	696	0.6
SPAC1B9.03c	44.26	10.47	22.1	389	0.56
SPAC1D4.01	29.45	10.15	9.21	254	0.51
SPAC1D4.02c	37.83	5.75	-8.16	345	0.53
SPAC1D4.03c	58.00	6.19	-6.16	513	0.63
SPAC1D4.04	56.68	5.41	-10.49	527	0.54
SPAC1D4.05c	45.47	9.92	20.36	387	0.6
SPAC1D4.06c	34.67	6.14	-6.69	306	0.61
SPAC1D4.08	26.92	9.13	10.4	237	0.6
SPAC1D4.09c	27.06	9.77	12.49	240	0.62
SPAC1D4.10	90.60	7.21	2.1	809	0.59
SPAC1D4.11c	77.49	9.3	23.31	690	0.6
SPAC1D4.12	88.15	6.64	-3.81	772	0.59
SPAC1D4.13	38.19	7.52	2.15	340	0.6
SPAC1D4.14	188.83	8.17	12.54	1628	0.61
SPAC1F12.02c	19.05	4.12	-14.03	168	0.41
SPAC1F12.04c	21.55	9.37	5.36	191	0.56
SPAC1F12.05	42.38	7.22	0.92	377	0.63
SPAC1F12.06c	28.76	8.84	6.51	252	0.61
SPAC1F12.07	42.80	6.46	-4.5	389	0.6
SPAC1F12.08	35.62	6.06	-5	316	0.6
SPAC1F12.09	58.77	5.26	-11.42	509	0.63
SPAC1F12.10c	16.67	10.36	10.15	147	0.55
SPAC1F3.01	89.56	7.73	3.54	777	0.59
SPAC1F3.02c	125.13	8.11	8.78	1116	0.6
SPAC1F3.03	112.01	7.74	7.18	1004	0.63
SPAC1F3.04c	32.61	5.63	-7.06	288	0.55
SPAC1F3.05	56.79	5.24	-12.24	510	0.66
SPAC1F3.06c	222.78	4.88	-70.96	1957	0.62
SPAC1F3.07c	44.62	6.4	-2.43	403	0.61
SPAC1F3.08c	13.30	7.32	0.54	108	0.57
SPAC1F3.09	63.22	8.35	10.18	561	0.58
SPAC1F3.10c	86.28	8.13	6.6	762	0.59
SPAC1F5.02	54.88	4.26	-33.21	492	0.52
SPAC1F5.03c	41.50	4.69	-19.86	382	0.53
SPAC1F5.04c	207.60	9.62	39.88	1841	0.6
SPAC1F5.05c	16.66	10.98	10.7	151	0.54
SPAC1F5.06	94.90	5.36	-18.51	848	0.58
SPAC1F5.07c	53.46	9.88	18.46	490	0.59
SPAC1F5.08c	53.89	3.93	-23.2	486	0.6
SPAC1F5.09c	66.76	9.78	25.25	589	0.6
SPAC1F5.10	44.71	4.99	-8.96	394	0.59
SPAC1F5.11c	420.78	6.72	-12.99	3655	0.61
SPAC1F7.01c	157.21	4.42	-94.21	1365	0.58
SPAC1F7.02c	65.26	9.43	10.86	578	0.54
SPAC1F7.03	79.99	8.16	4.67	710	0.61
SPAC1F7.04	22.52	6.99	-0.01	202	0.55
SPAC1F7.05	92.00	6.47	-5.26	811	0.57
SPAC1F7.06	27.91	4.21	-16.43	251	0.59
SPAC1F7.07c	44.31	6.52	-1.67	397	0.53
SPAC1F7.08	69.91	4.01	-59.06	622	0.64
SPAC1F7.09c	37.96	6.64	-2.32	342	0.58
SPAC1F7.10	25.43	5.62	-4.01	238	0.61
SPAC1F7.11c	89.38	6.11	-12.04	782	0.65
SPAC1F7.12	37.71	6.74	-0.54	340	0.5
SPAC1F7.13c	27.10	11.45	26.56	253	0.44
SPAC1F7.14c	9.13	9.11	2.91	81	0.49
SPAC1F8.01	62.09	8.43	6.86	555	0.6
SPAC1F8.02c	25.02	3.75	-19.74	226	0.54
SPAC1F8.03c	70.56	8.5	5.51	630	0.55
SPAC1F8.04c	50.37	6.86	-1.13	463	0.58
SPAC1F8.05	19.70	7.1	0.36	182	0.56
SPAC1F8.06	41.00	4.24	-12.44	385	0.58
SPAC1F8.07c	61.63	5.26	-12.4	569	0.49
SPAC1F8.08	13.87	9.21	7.48	120	0.61
SPAC20G4.01	31.29	6.89	-0.37	280	0.56
SPAC20G4.02c	157.07	8.56	21.34	1372	0.6
SPAC20G4.03c	79.06	5.02	-22.9	704	0.64
SPAC20G4.04c	32.71	6.88	-0.44	287	0.64
SPAC20G4.05c	63.95	5.12	-9.32	568	0.55
SPAC20G4.06c	15.62	5.34	-1.06	137	0.46
SPAC20G4.07c	52.55	9.05	19.33	453	0.56
SPAC20G4.08	119.23	4.93	-27.34	1076	0.59
SPAC20G4.09	2.93	10.91	6.97	24	0.26
SPAC20G8.01	86.58	7.41	2.82	768	0.63
SPAC20G8.02	85.69	6.92	-0.71	757	0.64
SPAC20G8.03	61.14	7.93	3.25	557	0.57
SPAC20G8.04c	69.47	9.42	20.75	632	0.57
SPAC20G8.05c	102.12	6.62	-2.4	927	0.6
SPAC20G8.06	237.13	4.94	-54.76	2100	0.62
SPAC20G8.07c	24.67	6.3	-3.12	219	0.53
SPAC20G8.08c	108.25	7.53	3.75	944	0.61
SPAC20G8.09c	116.46	7.9	7.23	1033	0.58
SPAC20G8.10c	53.96	4.57	-23.49	464	0.6
SPAC20H4.01	73.70	4.52	-33.26	666	0.58
SPAC20H4.02	28.26	4.56	-11.15	250	0.59
SPAC20H4.03c	32.73	10.19	16.54	293	0.57
SPAC20H4.04	89.46	9.85	35.61	783	0.61
SPAC20H4.05c	25.85	6.98	-0.08	228	0.54
SPAC20H4.06c	60.76	8.19	3.61	534	0.58
SPAC20H4.07	39.73	6.51	-1.79	354	0.57
SPAC20H4.08	31.09	9.23	8.98	270	0.64
SPAC20H4.09	73.03	7.87	4.32	647	0.61
SPAC20H4.10	115.28	5.71	-13.99	1010	0.59
SPAC20H4.11c	22.41	6.13	-2.25	200	0.56
SPAC212.01c	31.59	8.3	2.83	280	0.56
SPAC212.02	14.93	4.8	-5.14	136	0.58
SPAC212.03	15.07	7.38	0.57	129	0.55
SPAC212.04c	32.29	8.58	4.07	288	0.54
SPAC212.06c	15.97	5.71	-1.62	147	0.55
SPAC212.08c	31.04	5.53	-4.76	278	0.58
SPAC212.11	215.81	6.85	-3.79	1886	0.63
SPAC212.12	13.13	8.48	2.36	123	0.59
SPAC21E11.03c	19.35	10.53	9.6	171	0.54
SPAC21E11.04	23.81	8.34	3.76	209	0.58
SPAC21E11.05c	58.63	9.39	15.12	516	0.64
SPAC21E11.06	51.58	9.06	9.96	467	0.62
SPAC21E11.07	36.88	9.48	9.32	325	0.63
SPAC21E11.08	67.52	7.45	3.27	603	0.55
SPAC222.03c	10.19	7.29	0.34	89	0.51
SPAC222.04c	13.48	9.8	5.19	117	0.52
SPAC222.05c	55.32	7.46	2.09	496	0.61
SPAC222.06	35.63	5.29	-9.19	302	0.59
SPAC222.07c	73.37	5.89	-13.15	639	0.61
SPAC222.08c	25.90	5.13	-6.61	234	0.54
SPAC222.09	66.44	9.13	8.04	620	0.57
SPAC222.10c	75.69	5.27	-20.05	665	0.6
SPAC222.11	36.24	6.8	-1.22	312	0.51
SPAC222.12c	56.88	5.79	-5.31	525	0.52
SPAC222.13c	68.64	6.6	-2.43	592	0.63
SPAC222.14c	87.51	4.8	-23.5	762	0.58
SPAC222.15	24.67	7.41	0.42	216	0.58
SPAC222.16c	38.95	6.99	-0.03	338	0.55
SPAC222.17	10.25	4.45	-5.12	89	0.44
SPAC222.18	13.08	10.16	6.91	111	0.58
SPAC222.19	12.69	6.24	-1.41	117	0.5
SPAC227.01c	43.63	9.18	6.57	373	0.6
SPAC227.02c	23.41	5.3	-2.74	205	0.47
SPAC227.03c	41.33	10.47	24.84	371	0.64
SPAC227.04	20.63	4.17	-15.16	179	0.57
SPAC227.05	14.19	4.02	-16.54	123	0.57
SPAC227.06	27.93	7.76	1.97	249	0.61
SPAC227.07c	52.79	5.45	-13.4	463	0.64
SPAC227.08c	19.38	8.92	11.53	170	0.53
SPAC227.09	46.11	7.96	3.89	417	0.59
SPAC227.10	13.30	8.47	1.43	114	0.58
SPAC227.11c	33.00	4.7	-12.53	288	0.57
SPAC227.12	51.75	5.96	-7.24	462	0.61
SPAC227.13c	20.62	10.3	12.79	192	0.51
SPAC227.14	26.62	5.66	-4.67	235	0.63
SPAC227.15	98.67	5.06	-30.29	873	0.61
SPAC227.16c	18.53	6.51	-2.12	166	0.6
SPAC227.17c	14.58	8.87	4.34	121	0.55
SPAC227.18	41.39	8.39	6.4	368	0.56
SPAC227.19c	9.84	8.48	2.12	83	0.47
SPAC22A12.01c	63.08	8.3	7.58	560	0.6
SPAC22A12.02c	14.74	9.83	7.37	124	0.52
SPAC22A12.03c	43.06	4.84	-14.15	377	0.53
SPAC22A12.04c	14.76	10.96	11.64	130	0.5
SPAC22A12.05	12.82	4.71	-5.53	109	0.51
SPAC22A12.06c	48.23	8.53	6	429	0.58
SPAC22A12.07c	101.33	6.34	-10.51	893	0.59
SPAC22A12.08c	66.41	9.82	23.13	595	0.59
SPAC22A12.09c	54.41	8.59	2.95	481	0.57
SPAC22A12.10	44.08	7.25	0.98	386	0.6
SPAC22A12.11	62.32	6.29	-5.74	580	0.57
SPAC22A12.12c	26.73	7.85	1.56	240	0.56
SPAC22A12.13	22.26	4.36	-12.62	195	0.55
SPAC22A12.14c	39.40	3.84	-57.73	347	0.54
SPAC22A12.15c	73.23	4.57	-29.51	663	0.5
SPAC22A12.16	53.94	5.94	-5.17	492	0.54
SPAC22A12.17c	27.90	6.77	-0.75	261	0.54
SPAC22E12.01	42.30	5.01	-5.46	374	0.58
SPAC22E12.02	24.41	10.98	18.95	219	0.58
SPAC22E12.03c	21.08	8.15	1.16	191	0.5
SPAC22E12.04	32.24	6.44	-1.21	297	0.61
SPAC22E12.05c	22.39	9.97	9.88	184	0.61
SPAC22E12.06c	38.05	5.18	-11.2	332	0.57
SPAC22E12.07	43.24	4.38	-30.9	386	0.61
SPAC22E12.08	11.01	3.9	-12.58	97	0.49
SPAC22E12.09c	78.13	4.93	-24.95	709	0.63
SPAC22E12.10c	68.58	9.92	21.08	616	0.61
SPAC22E12.11c	94.89	9.76	32.03	859	0.65
SPAC22E12.13c	22.28	10.56	19.06	192	0.57
SPAC22E12.14c	71.90	5.39	-13.51	646	0.6
SPAC22E12.16c	96.66	7.25	1.98	851	0.6
SPAC22E12.17c	52.58	6.01	-4.43	483	0.56
SPAC22E12.18	38.44	4.33	-23.39	336	0.53
SPAC22E12.19	75.10	5.69	-12.93	661	0.62
SPAC22F3.02	23.95	6.78	-0.37	209	0.56
SPAC22F3.03c	92.96	8.86	18.83	811	0.62
SPAC22F3.04	169.11	8.36	21.12	1487	0.63
SPAC22F3.05c	21.24	5.11	-2.82	186	0.55
SPAC22F3.06c	118.64	7.22	1.92	1067	0.56
SPAC22F3.07c	13.64	10.91	11.9	118	0.48
SPAC22F3.08c	54.03	10.11	24.69	481	0.59
SPAC22F3.09c	73.70	6.98	-0.11	657	0.62
SPAC22F3.10c	76.52	5.54	-12.81	669	0.6
SPAC22F3.11c	20.24	10.32	11.65	174	0.52
SPAC22F3.12c	54.36	8.01	5.28	481	0.62
SPAC22F3.13	103.43	5.31	-24.94	899	0.61
SPAC22F3.15	14.18	10.68	10.7	123	0.5
SPAC22F8.02c	43.09	7.98	3.27	372	0.57
SPAC22F8.03c	15.03	9.23	7.5	133	0.55
SPAC22F8.04	42.63	8.42	3.82	383	0.64
SPAC22F8.05	100.66	6.79	-3.14	891	0.6
SPAC22F8.06	25.08	7.59	1.34	225	0.56
SPAC22F8.07c	55.22	8.68	10.58	466	0.59
SPAC22F8.08	101.90	6.36	-5.82	926	0.56
SPAC22F8.09	48.13	10.46	27.95	419	0.55
SPAC22F8.10c	67.24	4.94	-18.59	585	0.58
SPAC22F8.11	102.67	8.46	16.17	899	0.6
SPAC22F8.12c	18.92	8.95	4.36	165	0.57
SPAC22G7.01c	66.68	5.87	-10.43	598	0.56
SPAC22G7.02	111.47	4.43	-42.05	990	0.64
SPAC22G7.03	26.87	6.94	-0.26	236	0.54
SPAC22G7.04	123.87	5.79	-17.57	1088	0.59
SPAC22G7.05	69.52	4.66	-32.21	598	0.59
SPAC22G7.06c	248.31	5.72	-36.01	2244	0.54
SPAC22G7.07c	48.05	8.65	7.43	419	0.59
SPAC22G7.08	58.55	9.28	15.11	513	0.59
SPAC22G7.09c	44.98	4.87	-6.27	425	0.55
SPAC22G7.10	37.29	4.67	-14.1	344	0.54
SPAC22G7.11c	15.43	4.01	-19.27	140	0.52
SPAC22H10.02	15.24	6.95	-0.08	138	0.52
SPAC22H10.03c	111.86	4.19	-71.04	993	0.59
SPAC22H10.04	35.18	4.82	-10.56	307	0.6
SPAC22H10.05c	50.45	4.55	-20.38	456	0.56
SPAC22H10.06c	10.84	10.31	11.57	93	0.5
SPAC22H10.07	60.04	5.61	-7.28	536	0.58
SPAC22H10.08	56.53	6.39	-4.19	492	0.57
SPAC22H10.09	76.20	9.88	33.49	646	0.6
SPAC22H10.10	58.59	6.79	-1.31	511	0.61
SPAC22H10.11c	71.27	4.63	-33.4	629	0.56
SPAC22H10.12c	49.56	6.03	-3.73	440	0.61
SPAC22H10.13	5.32	8.16	3.85	50	0.32
SPAC22H12.01c	27.52	5.93	-4.37	234	0.59
SPAC22H12.02	27.64	5.42	-6.37	241	0.6
SPAC22H12.03	30.75	9.65	10.55	270	0.62
SPAC22H12.04c	28.52	10.88	24.62	252	0.54
